out_publicKey,in_publicKey,trust,datetime
"200","62","1","2011-03-16T22:49:54.918760"
"60","75","3","2011-03-16T23:25:04.324710"
"75","60","3","2011-03-16T23:27:45.492240"
"75","7","3","2011-03-16T23:36:52.954130"
"60","209","3","2011-03-17T18:53:02.461280"
"7","210","1","2011-03-17T21:31:24.693990"
"210","7","1","2011-03-17T22:17:25.927460"
"142","143","2","2011-03-18T10:49:15.429460"
"143","142","2","2011-03-18T10:49:28.825490"
"60","142","1","2011-03-18T14:38:15.359430"
"7","206","2","2011-03-19T16:54:10.626700"
"149","209","1","2011-03-20T16:28:05.592380"
"120","7","5","2011-03-21T08:00:55.391640"
"7","207","3","2011-03-21T11:08:57.004260"
"7","96","1","2011-03-21T18:05:24.002140"
"104","179","-1","2011-03-21T21:07:16.369130"
"200","179","-1","2011-03-21T21:08:58.390130"
"149","179","-1","2011-03-21T21:11:01.617230"
"96","7","2","2011-03-22T06:18:27.187290"
"56","60","2","2011-03-22T13:46:02.859640"
"202","211","1","2011-03-22T20:15:52.593690"
"200","13","1","2011-03-22T20:24:51.187320"
"13","200","1","2011-03-22T20:25:13.567540"
"211","202","1","2011-03-22T21:46:53.102870"
"104","149","1","2011-03-22T22:38:33.884320"
"149","104","1","2011-03-22T22:47:38.623750"
"104","60","3","2011-03-23T01:16:25.783250"
"149","62","1","2011-03-23T03:13:25.054850"
"167","211","1","2011-03-23T04:34:05.914880"
"206","7","2","2011-03-23T19:16:27.704270"
"202","212","1","2011-03-23T20:56:53.784870"
"212","202","1","2011-03-23T20:57:20.521630"
"212","209","1","2011-03-23T21:52:52.437680"
"60","212","4","2011-03-23T22:25:59.352940"
"212","60","4","2011-03-23T22:27:08.403470"
"101","134","1","2011-03-23T22:30:41.615420"
"60","213","2","2011-03-23T22:32:20.814930"
"213","60","2","2011-03-23T22:33:23.342780"
"134","101","1","2011-03-23T22:46:12.966250"
"212","7","1","2011-03-23T23:16:56.540530"
"212","132","1","2011-03-23T23:17:28.236330"
"212","29","1","2011-03-23T23:23:24.551660"
"143","153","1","2011-03-24T16:10:14.740070"
"153","143","2","2011-03-24T16:23:58.602450"
"35","110","2","2011-03-24T17:55:30.280410"
"135","214","1","2011-03-24T18:22:37.374530"
"143","215","1","2011-03-24T22:21:43.698750"
"215","143","1","2011-03-24T22:25:08.377380"
"29","212","1","2011-03-24T22:43:03.013940"
"7","212","1","2011-03-24T23:21:05.294540"
"135","152","1","2011-03-25T01:12:57.057130"
"7","179","-1","2011-03-25T01:55:57.197670"
"39","149","4","2011-03-25T07:40:23.023340"
"149","39","4","2011-03-25T07:41:15.067460"
"214","216","1","2011-03-25T16:28:52.768560"
"216","214","1","2011-03-25T16:52:01.134690"
"174","112","1","2011-03-25T17:36:45.699380"
"153","202","1","2011-03-25T22:16:15.106270"
"29","120","2","2011-03-26T08:36:25.033670"
"60","217","2","2011-03-26T10:13:53.162920"
"60","218","1","2011-03-26T10:27:13.640250"
"218","60","1","2011-03-26T10:28:15.181410"
"209","212","1","2011-03-26T15:24:31.063780"
"217","60","2","2011-03-26T15:34:35.276770"
"217","3","5","2011-03-26T15:36:56.399800"
"135","179","-1","2011-03-26T22:38:53.061730"
"176","219","1","2011-03-27T10:18:03.096640"
"219","176","1","2011-03-27T10:18:28.690890"
"219","110","1","2011-03-27T10:19:05.315820"
"176","220","1","2011-03-27T12:57:44.586240"
"1","223","7","2011-03-28T12:32:28.917620"
"60","1","7","2011-03-28T13:24:37.929720"
"60","7","7","2011-03-28T13:24:43.169380"
"39","2","8","2011-03-28T13:28:22.874720"
"202","176","1","2011-03-28T15:09:05.999010"
"176","202","1","2011-03-28T15:11:37.000760"
"60","224","4","2011-03-28T15:37:05.090000"
"1","225","1","2011-03-28T19:23:21.287600"
"225","1","1","2011-03-28T19:24:45.484140"
"225","209","1","2011-03-28T19:25:26.361290"
"29","1","4","2011-03-28T22:28:57.220850"
"29","219","1","2011-03-28T22:31:11.600880"
"219","29","1","2011-03-28T22:33:44.419180"
"1","132","1","2011-03-28T22:37:13.104520"
"1","227","1","2011-03-28T23:37:23.283280"
"227","1","1","2011-03-28T23:38:49.128680"
"60","228","1","2011-03-29T19:04:55.522960"
"225","45","1","2011-03-29T21:06:18.016030"
"60","214","2","2011-03-29T22:45:04.264380"
"199","185","1","2011-03-30T15:34:34.377680"
"185","199","1","2011-03-30T15:41:34.927350"
"60","230","1","2011-03-30T17:44:42.938680"
"60","231","1","2011-03-30T18:01:02.819420"
"231","60","1","2011-03-30T18:11:30.455850"
"7","232","3","2011-03-31T07:06:39.512070"
"1","104","1","2011-03-31T15:35:49.381260"
"104","1","2","2011-03-31T15:39:06.829010"
"33","1","8","2011-03-31T17:44:34.492400"
"62","149","1","2011-03-31T19:20:22.543720"
"29","171","1","2011-03-31T20:27:33.674750"
"206","233","1","2011-03-31T20:40:18.849400"
"233","206","1","2011-03-31T20:40:44.554430"
"232","7","2","2011-03-31T23:53:33.460870"
"60","208","3","2011-04-01T14:52:58.585390"
"208","60","3","2011-04-01T15:01:49.790470"
"206","234","1","2011-04-01T17:55:42.537230"
"234","206","1","2011-04-01T18:02:51.538180"
"235","7","5","2011-04-02T07:35:32.965480"
"222","7","2","2011-04-02T16:06:35.681790"
"104","202","3","2011-04-02T19:00:28.570150"
"202","104","3","2011-04-02T19:00:44.127980"
"202","236","1","2011-04-03T04:53:15.672870"
"236","202","1","2011-04-03T05:01:09.512030"
"202","237","1","2011-04-03T06:38:09.371000"
"237","202","10","2011-04-03T06:50:07.720560"
"149","238","1","2011-04-03T16:39:57.314730"
"238","149","1","2011-04-03T16:43:00.163570"
"39","239","1","2011-04-03T17:37:13.937950"
"239","64","1","2011-04-03T17:37:31.504380"
"239","39","1","2011-04-03T17:37:38.166560"
"202","135","2","2011-04-04T02:07:38.598660"
"135","202","2","2011-04-04T02:07:59.194060"
"2","7","5","2011-04-04T02:31:40.002830"
"2","60","5","2011-04-04T02:31:45.018120"
"2","62","8","2011-04-04T02:32:18.217340"
"2","77","2","2011-04-04T02:32:39.931580"
"7","2","5","2011-04-04T02:39:27.882980"
"7","39","5","2011-04-04T02:39:34.234020"
"7","41","5","2011-04-04T02:39:45.054810"
"7","21","5","2011-04-04T02:40:26.794280"
"7","72","2","2011-04-04T02:41:39.675720"
"7","62","6","2011-04-04T02:42:06.871250"
"208","62","1","2011-04-04T03:13:47.839310"
"206","240","1","2011-04-04T03:17:39.510330"
"240","206","2","2011-04-04T03:17:51.903180"
"62","208","1","2011-04-04T03:17:55.367960"
"231","241","1","2011-04-04T13:06:10.231070"
"39","143","2","2011-04-04T13:42:52.979530"
"143","39","2","2011-04-04T13:44:01.537780"
"241","231","1","2011-04-04T14:19:22.335830"
"60","242","6","2011-04-04T15:24:46.582440"
"242","60","6","2011-04-04T15:25:56.922030"
"135","2","1","2011-04-04T23:08:56.392760"
"204","7","1","2011-04-04T23:20:37.932080"
"1","64","3","2011-04-04T23:49:54.346790"
"64","1","3","2011-04-04T23:53:35.669090"
"202","244","1","2011-04-05T06:12:59.287460"
"244","60","2","2011-04-05T06:24:01.333970"
"202","56","1","2011-04-05T08:17:30.751240"
"56","202","1","2011-04-05T08:18:24.067540"
"164","60","5","2011-04-05T09:55:02.129120"
"60","164","5","2011-04-05T09:55:16.650140"
"204","80","1","2011-04-05T10:08:35.573480"
"56","114","1","2011-04-05T10:11:18.638610"
"149","80","5","2011-04-05T11:09:32.146030"
"1","245","1","2011-04-05T11:39:38.222640"
"241","80","3","2011-04-05T13:47:27.357660"
"35","246","1","2011-04-05T14:16:50.924310"
"246","35","1","2011-04-05T14:23:06.631240"
"1","247","1","2011-04-05T18:49:37.832910"
"247","1","1","2011-04-05T18:52:15.465550"
"80","241","3","2011-04-05T19:00:39.638160"
"80","64","1","2011-04-05T19:02:06.126780"
"80","204","1","2011-04-05T19:02:30.362390"
"80","149","5","2011-04-05T19:03:01.242670"
"80","81","8","2011-04-05T19:04:12.108650"
"228","60","2","2011-04-05T22:06:13.885930"
"72","21","1","2011-04-06T02:05:57.592090"
"35","248","2","2011-04-06T05:37:18.351050"
"248","35","2","2011-04-06T05:38:32.110240"
"244","245","2","2011-04-06T09:30:57.235760"
"245","244","2","2011-04-06T09:37:16.375160"
"245","250","1","2011-04-06T11:32:15.612120"
"250","245","1","2011-04-06T11:32:39.462680"
"60","251","1","2011-04-06T12:34:00.200410"
"60","250","3","2011-04-06T12:44:05.395710"
"250","60","3","2011-04-06T12:45:21.258080"
"7","175","2","2011-04-06T13:55:11.705150"
"166","206","1","2011-04-06T15:15:49.640770"
"206","166","1","2011-04-06T15:17:27.029890"
"60","244","4","2011-04-06T16:23:20.156300"
"166","158","1","2011-04-06T19:27:53.035420"
"215","249","1","2011-04-06T20:35:05.954790"
"249","215","1","2011-04-06T20:37:46.075020"
"60","243","5","2011-04-07T15:15:07.817140"
"243","60","6","2011-04-07T15:17:15.701950"
"60","252","1","2011-04-07T15:22:34.313430"
"252","60","1","2011-04-07T15:23:07.964690"
"253","95","1","2011-04-07T17:48:54.159790"
"143","7","5","2011-04-08T00:25:03.974410"
"7","143","4","2011-04-08T00:25:54.916640"
"1","234","1","2011-04-08T00:41:19.685300"
"234","1","1","2011-04-08T00:45:28.026050"
"251","245","1","2011-04-08T03:07:42.505090"
"245","251","1","2011-04-08T03:08:12.708120"
"60","88","2","2011-04-08T12:02:19.025120"
"88","60","4","2011-04-08T12:18:35.490020"
"88","104","3","2011-04-08T12:22:41.225930"
"104","88","3","2011-04-08T14:33:29.457110"
"60","255","1","2011-04-08T14:59:19.553230"
"255","60","1","2011-04-08T15:05:47.821670"
"29","251","2","2011-04-08T15:21:46.132500"
"166","7","3","2011-04-08T15:21:53.171850"
"251","29","2","2011-04-08T15:21:56.593980"
"251","60","5","2011-04-08T15:47:20.572100"
"251","1","5","2011-04-08T15:47:24.593730"
"251","202","5","2011-04-08T15:47:36.332740"
"1","251","2","2011-04-08T15:49:33.950280"
"164","163","1","2011-04-08T16:01:45.396640"
"206","256","1","2011-04-08T16:59:53.618840"
"256","206","1","2011-04-08T17:00:10.687330"
"60","257","10","2011-04-08T17:04:28.906130"
"6","258","1","2011-04-09T00:17:53.831530"
"258","6","1","2011-04-09T00:21:11.162280"
"64","219","1","2011-04-09T00:30:06.626780"
"258","259","1","2011-04-09T03:14:37.129140"
"259","258","2","2011-04-09T03:44:58.128360"
"1","260","1","2011-04-10T11:30:30.178890"
"7","260","4","2011-04-10T11:35:55.373670"
"1","261","1","2011-04-10T12:38:19.787460"
"261","1","1","2011-04-10T13:00:56.851790"
"202","158","1","2011-04-10T20:40:53.188600"
"256","153","1","2011-04-11T00:11:26.264350"
"202","240","2","2011-04-11T00:42:59.474260"
"240","202","2","2011-04-11T00:43:19.187940"
"244","113","1","2011-04-11T10:01:18.192900"
"244","114","1","2011-04-11T11:06:43.247660"
"207","262","1","2011-04-11T13:44:25.714950"
"262","207","1","2011-04-11T13:45:28.248470"
"23","263","2","2011-04-11T19:50:07.958990"
"60","264","4","2011-04-12T10:04:19.016100"
"60","265","4","2011-04-12T10:15:03.321990"
"265","60","4","2011-04-12T10:30:15.206870"
"149","266","1","2011-04-12T16:17:25.786910"
"266","149","1","2011-04-12T16:17:45.884250"
"35","267","1","2011-04-12T16:19:44.044560"
"267","35","1","2011-04-12T16:19:54.244710"
"202","141","1","2011-04-12T16:46:46.604530"
"141","202","1","2011-04-12T16:47:17.235260"
"6","268","3","2011-04-12T18:51:48.999250"
"266","60","5","2011-04-12T18:52:48.567170"
"229","215","1","2011-04-12T19:56:57.515790"
"215","229","1","2011-04-12T19:56:59.892660"
"141","41","1","2011-04-12T21:44:53.709000"
"242","141","1","2011-04-12T21:46:01.537610"
"141","242","1","2011-04-12T21:46:25.599190"
"215","221","2","2011-04-12T21:56:34.354460"
"268","6","3","2011-04-12T21:58:09.305050"
"221","215","2","2011-04-12T22:15:15.732310"
"221","269","1","2011-04-12T22:15:23.438090"
"269","221","1","2011-04-12T22:19:04.311700"
"269","3","1","2011-04-12T22:27:56.620940"
"41","141","1","2011-04-12T23:44:49.393400"
"60","269","1","2011-04-13T11:12:03.239700"
"153","7","1","2011-04-13T12:54:31.692970"
"249","167","1","2011-04-13T15:17:31.863990"
"221","171","1","2011-04-13T16:13:36.995140"
"1","109","1","2011-04-13T17:19:29.619080"
"202","230","1","2011-04-13T20:20:32.548590"
"171","221","1","2011-04-13T21:42:44.875220"
"171","235","2","2011-04-13T22:13:40.148080"
"235","171","1","2011-04-13T22:25:39.815420"
"64","7","3","2011-04-13T23:10:31.708040"
"177","1","4","2011-04-13T23:42:47.015490"
"60","77","4","2011-04-14T10:21:27.381110"
"149","25","10","2011-04-14T10:30:27.330700"
"1","271","1","2011-04-14T13:08:44.196610"
"271","1","1","2011-04-14T13:08:57.451890"
"221","272","1","2011-04-14T16:58:26.887120"
"272","221","1","2011-04-14T16:59:48.933360"
"202","153","4","2011-04-14T17:45:43.852490"
"60","261","2","2011-04-14T17:53:52.377020"
"261","60","2","2011-04-14T17:56:16.740990"
"60","273","2","2011-04-14T18:00:20.697050"
"23","231","1","2011-04-14T18:32:02.401810"
"7","243","4","2011-04-14T19:35:19.085000"
"230","202","2","2011-04-14T20:03:52.236550"
"144","78","5","2011-04-15T00:43:45.089820"
"144","153","1","2011-04-15T00:44:12.671250"
"269","7","1","2011-04-15T01:25:51.179310"
"7","269","1","2011-04-15T01:32:12.665680"
"1","274","1","2011-04-15T01:59:49.763030"
"274","1","1","2011-04-15T02:00:00.446570"
"141","1","2","2011-04-15T11:24:51.400270"
"1","141","1","2011-04-15T11:31:03.219270"
"141","273","1","2011-04-15T11:34:20.532530"
"141","275","1","2011-04-15T11:35:16.562550"
"60","276","3","2011-04-15T11:51:03.481470"
"276","60","3","2011-04-15T11:52:07.212460"
"141","256","1","2011-04-15T11:56:56.613970"
"270","277","1","2011-04-15T12:10:00.223790"
"256","141","1","2011-04-15T12:32:57.365450"
"277","270","1","2011-04-15T13:18:29.583580"
"202","127","1","2011-04-15T13:27:34.209760"
"167","249","1","2011-04-15T15:32:29.563590"
"275","141","1","2011-04-15T17:27:35.062060"
"221","202","4","2011-04-15T17:54:22.424510"
"202","221","4","2011-04-15T17:56:53.509920"
"221","64","1","2011-04-15T18:25:49.129860"
"206","221","1","2011-04-15T21:24:30.793830"
"221","206","1","2011-04-15T21:52:54.915560"
"273","60","3","2011-04-15T22:17:30.193320"
"60","279","2","2011-04-15T23:14:00.052590"
"219","64","5","2011-04-15T23:14:32.393420"
"219","109","1","2011-04-15T23:15:31.874470"
"219","21","5","2011-04-15T23:20:30.132640"
"279","60","8","2011-04-15T23:25:31.038730"
"202","278","3","2011-04-16T00:35:20.558020"
"278","202","3","2011-04-16T00:36:26.563270"
"206","29","1","2011-04-16T01:44:10.784670"
"29","206","1","2011-04-16T01:44:35.148290"
"280","281","1","2011-04-16T01:54:17.321590"
"206","282","1","2011-04-16T01:54:45.103650"
"242","274","1","2011-04-16T02:00:33.323010"
"282","206","1","2011-04-16T02:01:03.715170"
"283","284","10","2011-04-16T08:57:39.963690"
"7","240","2","2011-04-16T12:07:05.956090"
"7","285","1","2011-04-16T14:20:23.977210"
"202","286","1","2011-04-16T14:20:44.289520"
"286","202","1","2011-04-16T14:21:21.789070"
"256","287","1","2011-04-16T17:46:11.154320"
"287","256","1","2011-04-16T17:56:47.046080"
"202","288","1","2011-04-16T19:09:44.621340"
"288","202","1","2011-04-16T19:13:31.557730"
"257","265","4","2011-04-17T02:20:07.753370"
"257","242","5","2011-04-17T02:20:10.014360"
"257","104","5","2011-04-17T02:20:13.967740"
"257","60","5","2011-04-17T02:20:21.591230"
"202","134","2","2011-04-17T02:25:42.454960"
"134","202","1","2011-04-17T02:47:06.242760"
"37","219","2","2011-04-17T11:54:25.673990"
"219","37","2","2011-04-17T11:54:37.044590"
"290","215","1","2011-04-17T14:23:02.675380"
"215","290","1","2011-04-17T14:23:41.364000"
"284","283","10","2011-04-17T14:24:26.452670"
"245","291","1","2011-04-17T14:53:18.742660"
"291","245","1","2011-04-17T14:53:42.752700"
"292","202","1","2011-04-17T17:40:03.988000"
"217","149","1","2011-04-17T18:41:24.253730"
"149","217","1","2011-04-17T18:43:31.606510"
"224","257","4","2011-04-17T18:52:10.553750"
"224","60","5","2011-04-17T18:53:38.111060"
"224","144","1","2011-04-17T19:01:12.301980"
"144","224","1","2011-04-17T19:05:06.886790"
"224","171","1","2011-04-17T19:39:13.723120"
"171","224","1","2011-04-17T19:43:44.637580"
"135","293","1","2011-04-17T19:59:43.031460"
"21","60","5","2011-04-17T20:17:06.861710"
"199","104","1","2011-04-17T21:40:59.307570"
"7","294","1","2011-04-17T23:57:34.935510"
"294","7","1","2011-04-18T00:02:02.502520"
"293","204","1","2011-04-18T03:55:01.680980"
"204","293","1","2011-04-18T03:56:38.114810"
"231","28","1","2011-04-18T04:16:26.234070"
"274","295","2","2011-04-18T04:28:00.509160"
"295","274","2","2011-04-18T04:34:08.838900"
"202","292","1","2011-04-18T06:13:33.139100"
"249","64","1","2011-04-18T10:14:06.429430"
"230","101","2","2011-04-18T15:14:00.495940"
"1","296","1","2011-04-18T17:17:41.957130"
"64","249","1","2011-04-18T19:21:26.315130"
"229","297","1","2011-04-18T19:21:38.168310"
"297","229","1","2011-04-18T19:21:45.597150"
"4","282","2","2011-04-18T21:08:32.553880"
"282","4","2","2011-04-18T21:17:19.852510"
"298","299","1","2011-04-19T01:47:51.755710"
"299","298","1","2011-04-19T01:48:28.973720"
"257","29","5","2011-04-19T03:23:07.150830"
"271","202","1","2011-04-19T05:29:37.552640"
"202","271","1","2011-04-19T05:29:47.071250"
"272","7","2","2011-04-19T18:18:54.065280"
"7","272","2","2011-04-19T18:19:10.345000"
"37","301","1","2011-04-19T18:40:01.989360"
"301","37","1","2011-04-19T18:40:05.753410"
"60","299","2","2011-04-19T18:46:31.862470"
"299","60","3","2011-04-19T18:48:47.188920"
"29","302","1","2011-04-19T19:37:42.843300"
"135","303","1","2011-04-19T19:48:13.334030"
"303","135","1","2011-04-19T19:49:35.464360"
"64","301","1","2011-04-19T19:54:53.961100"
"301","64","1","2011-04-19T19:54:55.453080"
"214","60","3","2011-04-19T19:56:11.272070"
"29","304","1","2011-04-19T20:18:54.825210"
"304","29","1","2011-04-19T20:22:48.109630"
"7","254","1","2011-04-19T21:37:37.999110"
"254","7","1","2011-04-19T21:38:14.469380"
"17","254","1","2011-04-19T21:52:38.251270"
"7","135","2","2011-04-19T23:19:27.194310"
"284","21","1","2011-04-20T01:41:35.618900"
"282","305","1","2011-04-20T02:16:36.194330"
"305","282","1","2011-04-20T02:17:17.423790"
"282","306","1","2011-04-20T02:49:33.978860"
"306","282","1","2011-04-20T02:49:50.530930"
"60","229","2","2011-04-20T18:35:20.246710"
"229","60","2","2011-04-20T18:35:35.306310"
"144","282","1","2011-04-20T19:39:11.314040"
"282","144","1","2011-04-20T19:41:16.665720"
"206","307","1","2011-04-20T20:15:10.580500"
"39","308","2","2011-04-20T20:30:04.651320"
"307","206","1","2011-04-20T21:11:26.096020"
"1","180","1","2011-04-20T23:26:26.921550"
"180","1","1","2011-04-20T23:26:44.353790"
"235","20","1","2011-04-20T23:39:30.265070"
"29","198","1","2011-04-21T00:20:02.701770"
"198","29","1","2011-04-21T00:20:14.462970"
"198","60","2","2011-04-21T00:30:08.248030"
"29","274","2","2011-04-21T00:44:56.159000"
"280","29","1","2011-04-21T00:45:03.804810"
"274","29","2","2011-04-21T00:45:07.150900"
"29","280","1","2011-04-21T00:45:08.419750"
"202","206","3","2011-04-21T00:47:18.563620"
"206","202","3","2011-04-21T00:47:28.860900"
"274","204","1","2011-04-21T05:16:28.760640"
"204","274","1","2011-04-21T05:17:00.194290"
"204","186","2","2011-04-21T08:08:24.062700"
"186","204","2","2011-04-21T08:10:33.902760"
"7","266","2","2011-04-21T09:19:47.243400"
"60","223","7","2011-04-21T10:39:58.835280"
"257","279","4","2011-04-21T13:23:12.000740"
"15","167","1","2011-04-21T16:07:12.960960"
"167","15","1","2011-04-21T16:09:21.679170"
"171","309","1","2011-04-21T16:11:13.959080"
"309","171","1","2011-04-21T16:11:32.221800"
"310","282","1","2011-04-21T18:23:01.715490"
